,RAIN_inverse,T.MAX_3,T.MAX_2,T.MAX,T.MAX_T.MIN,T.MIN_2,T.MIN_3,T.MIN
3127,0.00980392156862745,8000.0,400.0,20.0,238.0,141.61,1685.159,11.9
992,0.009813542688910696,5088.447999999999,295.84,17.2,134.16,60.839999999999996,474.55199999999996,7.8
3742,0.009587727708533078,3241.7920000000004,219.04000000000002,14.8,125.80000000000001,72.25,614.125,8.5
618,0.009970089730807577,54.87199999999999,14.44,3.8,8.739999999999998,5.289999999999999,12.166999999999998,2.3
396,0.01,226.98099999999997,37.209999999999994,6.1,10.37,2.8899999999999997,4.912999999999999,1.7
3080,0.01,5451.776000000002,309.76000000000005,17.6,184.8,110.25,1157.625,10.5
3023,0.009950248756218905,2352.637,176.89000000000001,13.3,41.230000000000004,9.610000000000001,29.791000000000004,3.1
914,0.009871668311944718,4096.0,256.0,16.0,155.2,94.08999999999999,912.6729999999998,9.7
4210,0.01,4410.943999999999,268.96,16.4,154.16,88.36000000000001,830.5840000000001,9.4
633,0.01,32.76800000000001,10.240000000000002,3.2,-23.040000000000003,51.84,-373.24800000000005,-7.2
2690,0.01,2048.383,161.29,12.7,92.71,53.29,389.017,7.3
4827,0.01,4410.943999999999,268.96,16.4,178.76,118.81,1295.0290000000002,10.9
3560,0.01,3112.136,213.16,14.6,131.4,81.0,729.0,9.0
4373,0.01,729.0,81.0,9.0,-26.099999999999998,8.41,-24.389,-2.9
813,0.009970089730807577,343.0,49.0,7.0,15.400000000000002,4.840000000000001,10.648000000000003,2.2
4732,0.009813542688910696,1367.6309999999999,123.21,11.1,53.279999999999994,23.04,110.59199999999998,4.8
4305,0.01,1404.9279999999997,125.43999999999998,11.2,100.8,81.0,729.0,9.0
2910,0.01,1124.864,108.16000000000001,10.4,83.2,64.0,512.0,8.0
2532,0.00998003992015968,6229.503999999999,338.55999999999995,18.4,143.51999999999998,60.839999999999996,474.55199999999996,7.8
1563,0.009478672985781991,8998.912,432.64000000000004,20.8,297.44,204.49,2924.2070000000003,14.3
2723,0.01,3241.7920000000004,219.04000000000002,14.8,66.60000000000001,20.25,91.125,4.5
149,0.00984251968503937,3869.8929999999996,246.48999999999998,15.7,163.28,108.16000000000001,1124.864,10.4
1905,0.009970089730807577,7414.875,380.25,19.5,235.95,146.41,1771.561,12.1
5042,0.009930486593843098,328.50900000000007,47.61000000000001,6.9,-0.6900000000000001,0.010000000000000002,-0.0010000000000000002,-0.1
4067,0.01,2571.3529999999996,187.68999999999997,13.7,35.62,6.760000000000001,17.576,2.6
2097,0.00999000999000999,74.08800000000001,17.64,4.2,11.76,7.839999999999999,21.951999999999995,2.8
1286,0.01,5000.211000000001,292.41,17.1,128.25,56.25,421.875,7.5
3817,0.00998003992015968,6434.856000000002,345.96000000000004,18.6,247.38000000000002,176.89000000000001,2352.637,13.3
5120,0.01,6229.503999999999,338.55999999999995,18.4,220.79999999999998,144.0,1728.0,12.0
637,0.009615384615384616,1643.0320000000004,139.24,11.8,56.64,23.04,110.59199999999998,4.8
960,0.01,6028.567999999999,331.23999999999995,18.2,136.5,56.25,421.875,7.5
4284,0.01,729.0,81.0,9.0,40.5,20.25,91.125,4.5
4505,0.01,7189.057000000001,372.49,19.3,254.76,174.23999999999998,2299.968,13.2
1262,0.009794319294809012,5268.0239999999985,302.75999999999993,17.4,191.39999999999998,121.0,1331.0,11.0
2419,0.00998003992015968,3241.7920000000004,219.04000000000002,14.8,125.80000000000001,72.25,614.125,8.5
860,0.009727626459143969,2863.2879999999996,201.64,14.2,109.34,59.290000000000006,456.533,7.7
5211,0.009718172983479106,11390.625,506.25,22.5,342.0,231.04,3511.8079999999995,15.2
4996,0.009970089730807577,195.112,33.64,5.8,-1.16,0.04000000000000001,-0.008000000000000002,-0.2
1046,0.009407337723424272,2352.637,176.89000000000001,13.3,94.43,50.41,357.91099999999994,7.1
1008,0.009652509652509652,4096.0,256.0,16.0,214.4,179.56,2406.1040000000003,13.4
1785,0.009813542688910696,704.969,79.21000000000001,8.9,37.38,17.64,74.08800000000001,4.2
1630,0.00968054211035818,4096.0,256.0,16.0,211.2,174.23999999999998,2299.968,13.2
4134,0.00999000999000999,13144.256000000003,556.96,23.6,349.28000000000003,219.04000000000002,3241.7920000000004,14.8
3803,0.01,6128.487000000001,334.89000000000004,18.3,219.60000000000002,144.0,1728.0,12.0
3726,0.01,778.6879999999999,84.63999999999999,9.2,68.08,54.760000000000005,405.22400000000005,7.4
2066,0.01,941.1920000000002,96.04000000000002,9.8,88.2,81.0,729.0,9.0
355,0.009746588693957116,1404.9279999999997,125.43999999999998,11.2,25.759999999999998,5.289999999999999,12.166999999999998,2.3
378,0.01,287.496,43.559999999999995,6.6,17.82,7.290000000000001,19.683000000000003,2.7
4244,0.01,857.375,90.25,9.5,62.699999999999996,43.559999999999995,287.496,6.6
2785,0.01,8000.0,400.0,20.0,220.0,121.0,1331.0,11.0
383,0.009891196834817014,42.875,12.25,3.5,0.0,0.0,0.0,0.0
4357,0.01,300.76300000000003,44.89,6.7,33.5,25.0,125.0,5.0
3743,0.01,2924.2070000000003,204.49,14.3,122.98,73.96,636.0559999999999,8.6
2977,0.00999000999000999,474.55199999999996,60.839999999999996,7.8,40.56,27.040000000000003,140.608,5.2
310,0.009910802775024777,571.7870000000001,68.89000000000001,8.3,14.110000000000001,2.8899999999999997,4.912999999999999,1.7
575,0.009950248756218905,2985.9840000000004,207.36,14.4,162.72000000000003,127.69000000000001,1442.8970000000002,11.3
1167,0.009191176470588236,884.7359999999999,92.16,9.6,58.559999999999995,37.209999999999994,226.98099999999997,6.1
3242,0.009643201542912247,1520.875,132.25,11.5,58.65,26.009999999999998,132.65099999999998,5.1
2330,0.0099601593625498,54.87199999999999,14.44,3.8,-8.36,4.840000000000001,-10.648000000000003,-2.2
568,0.00998003992015968,3375.0,225.0,15.0,99.0,43.559999999999995,287.496,6.6
58,0.01,1815.8479999999997,148.83999999999997,12.2,36.599999999999994,9.0,27.0,3.0
2007,0.01,2197.0,169.0,13.0,117.0,81.0,729.0,9.0
4325,0.009940357852882704,175.61599999999996,31.359999999999996,5.6,6.72,1.44,1.7279999999999998,1.2
732,0.009794319294809012,7645.373,388.09,19.7,248.21999999999997,158.76,2000.3759999999997,12.6
5090,0.009596928982725527,2352.637,176.89000000000001,13.3,26.6,4.0,8.0,2.0
1041,0.009930486593843098,1061.2079999999999,104.03999999999999,10.2,-51.0,25.0,-125.0,-5.0
3559,0.009930486593843098,2628.0720000000006,190.44000000000003,13.8,34.5,6.25,15.625,2.5
3506,0.01,6331.625,342.25,18.5,240.5,169.0,2197.0,13.0
3749,0.01,2803.221,198.81,14.1,53.58,14.44,54.87199999999999,3.8
2636,0.009532888465204956,68.92099999999998,16.81,4.1,0.0,0.0,0.0,0.0
691,0.01,5000.211000000001,292.41,17.1,171.0,100.0,1000.0,10.0
2755,0.009765625,8869.742999999999,428.48999999999995,20.7,281.52,184.95999999999998,2515.4559999999997,13.6
3211,0.01,2248.091,171.60999999999999,13.1,81.22,38.440000000000005,238.32800000000003,6.2
2717,0.01,3652.264,237.16000000000003,15.4,149.38,94.08999999999999,912.6729999999998,9.7
4153,0.01,9528.127999999999,449.44,21.2,214.11999999999998,102.00999999999999,1030.301,10.1
4515,0.01,12487.168,538.24,23.2,220.4,90.25,857.375,9.5
104,0.009652509652509652,4410.943999999999,268.96,16.4,137.76,70.56,592.7040000000001,8.4
3698,0.01,1685.159,141.61,11.9,90.44,57.76,438.97599999999994,7.6
1225,0.00992063492063492,5929.741000000002,327.61000000000007,18.1,144.8,64.0,512.0,8.0
1530,0.01,6751.268999999998,357.2099999999999,18.9,117.17999999999999,38.440000000000005,238.32800000000003,6.2
3762,0.01,9528.127999999999,449.44,21.2,180.2,72.25,614.125,8.5
665,0.01,2460.375,182.25,13.5,75.6,31.359999999999996,175.61599999999996,5.6
465,0.01,1331.0,121.0,11.0,45.099999999999994,16.81,68.92099999999998,4.1
1523,0.01,7301.383999999998,376.35999999999996,19.4,248.32,163.84000000000003,2097.1520000000005,12.8
4049,0.00992063492063492,1601.6129999999996,136.89,11.7,59.669999999999995,26.009999999999998,132.65099999999998,5.1
1006,0.01,4251.527999999999,262.44,16.2,55.08,11.559999999999999,39.303999999999995,3.4
5018,0.009718172983479106,103.82300000000001,22.090000000000003,4.7,-2.35,0.25,-0.125,-0.5
3551,0.01,1953.125,156.25,12.5,-6.25,0.25,-0.125,-0.5
2053,0.00998003992015968,592.7040000000001,70.56,8.4,37.800000000000004,20.25,91.125,4.5
4837,0.00999000999000999,5832.0,324.0,18.0,187.20000000000002,108.16000000000001,1124.864,10.4
3709,0.01,3307.949,222.01000000000002,14.9,20.86,1.9599999999999997,2.7439999999999993,1.4
1018,0.0099601593625498,2097.1520000000005,163.84000000000003,12.8,72.96000000000001,32.49,185.193,5.7
1107,0.01,1225.0429999999997,114.48999999999998,10.7,66.34,38.440000000000005,238.32800000000003,6.2
2773,0.01,6539.2029999999995,349.69,18.7,220.66,139.24,1643.0320000000004,11.8
3074,0.009615384615384616,2515.4559999999997,184.95999999999998,13.6,108.8,64.0,512.0,8.0
303,0.0099601593625498,884.7359999999999,92.16,9.6,57.599999999999994,36.0,216.0,6.0
2569,0.009442870632672332,2460.375,182.25,13.5,62.099999999999994,21.159999999999997,97.33599999999998,4.6
3854,0.009900990099009901,5545.232999999999,313.28999999999996,17.7,194.7,121.0,1331.0,11.0
4691,0.01,238.32800000000003,38.440000000000005,6.2,18.6,9.0,27.0,3.0
532,0.009813542688910696,3442.9509999999996,228.01,15.1,126.84,70.56,592.7040000000001,8.4
3328,0.01,941.1920000000002,96.04000000000002,9.8,-30.380000000000003,9.610000000000001,-29.791000000000004,-3.1
4873,0.01,6434.856000000002,345.96000000000004,18.6,93.0,25.0,125.0,5.0
1276,0.009746588693957116,4741.6320000000005,282.24,16.8,164.64000000000001,96.04000000000002,941.1920000000002,9.8
712,0.01,13824.0,576.0,24.0,278.4,134.56,1560.896,11.6
539,0.009891196834817014,4251.527999999999,262.44,16.2,153.9,90.25,857.375,9.5
2229,0.009900990099009901,7762.392000000001,392.04,19.8,267.3,182.25,2460.375,13.5
834,0.01,373.24800000000005,51.84,7.2,15.120000000000001,4.41,9.261000000000001,2.1
2602,0.01,343.0,49.0,7.0,-7.0,1.0,-1.0,-1.0
101,0.01,3723.875,240.25,15.5,58.9,14.44,54.87199999999999,3.8
5203,0.01,3723.875,240.25,15.5,155.0,100.0,1000.0,10.0
4013,0.01,1124.864,108.16000000000001,10.4,22.880000000000003,4.840000000000001,10.648000000000003,2.2
412,0.00973709834469328,636.0559999999999,73.96,8.6,12.04,1.9599999999999997,2.7439999999999993,1.4
857,0.009765625,3112.136,213.16,14.6,147.45999999999998,102.00999999999999,1030.301,10.1
1315,0.009242144177449167,3375.0,225.0,15.0,112.5,56.25,421.875,7.5
3293,0.009746588693957116,658.5029999999998,75.68999999999998,8.7,11.309999999999999,1.6900000000000002,2.197,1.3
1051,0.009970089730807577,2628.0720000000006,190.44000000000003,13.8,63.48,21.159999999999997,97.33599999999998,4.6
3430,0.01,8000.0,400.0,20.0,240.0,144.0,1728.0,12.0
124,0.01,2248.091,171.60999999999999,13.1,115.28,77.44000000000001,681.4720000000002,8.8
3192,0.01,3796.4159999999997,243.35999999999999,15.6,154.44,98.01,970.2990000000001,9.9
3350,0.009950248756218905,373.24800000000005,51.84,7.2,14.4,4.0,8.0,2.0
3609,0.00999000999000999,941.1920000000002,96.04000000000002,9.8,14.700000000000001,2.25,3.375,1.5
4823,0.01,12977.875,552.25,23.5,331.34999999999997,198.81,2803.221,14.1
1497,0.009775171065493646,2000.3759999999997,158.76,12.6,36.54,8.41,24.389,2.9
876,0.01,6229.503999999999,338.55999999999995,18.4,92.0,25.0,125.0,5.0
4253,0.01,512.0,64.0,8.0,22.4,7.839999999999999,21.951999999999995,2.8
2136,0.00984251968503937,2197.0,169.0,13.0,104.0,64.0,512.0,8.0
1337,0.00999000999000999,1157.625,110.25,10.5,48.3,21.159999999999997,97.33599999999998,4.6
28,0.009794319294809012,658.5029999999998,75.68999999999998,8.7,8.7,1.0,1.0,1.0
2718,0.009861932938856016,4492.125,272.25,16.5,148.5,81.0,729.0,9.0
2232,0.01,6539.2029999999995,349.69,18.7,157.08,70.56,592.7040000000001,8.4
520,0.009813542688910696,6229.503999999999,338.55999999999995,18.4,213.43999999999997,134.56,1560.896,11.6
1110,0.01,4096.0,256.0,16.0,35.2,4.840000000000001,10.648000000000003,2.2
4103,0.01,11390.625,506.25,22.5,227.25,102.00999999999999,1030.301,10.1
265,0.00984251968503937,3442.9509999999996,228.01,15.1,96.64,40.96000000000001,262.14400000000006,6.4
2162,0.00949667616334283,7529.536000000002,384.1600000000001,19.6,178.36,82.80999999999999,753.5709999999999,9.1
3948,0.009930486593843098,1771.561,146.41,12.1,121.0,100.0,1000.0,10.0
4943,0.01,27.0,9.0,3.0,-12.0,16.0,-64.0,-4.0
2805,0.01,5359.375,306.25,17.5,148.75,72.25,614.125,8.5
4949,0.009242144177449167,373.24800000000005,51.84,7.2,41.04,32.49,185.193,5.7
3014,0.009699321047526674,1331.0,121.0,11.0,59.400000000000006,29.160000000000004,157.46400000000003,5.4
1698,0.00998003992015968,571.7870000000001,68.89000000000001,8.3,24.07,8.41,24.389,2.9
1016,0.00973709834469328,1124.864,108.16000000000001,10.4,34.32,10.889999999999999,35.937,3.3
1270,0.009950248756218905,4173.281000000001,259.21000000000004,16.1,136.85000000000002,72.25,614.125,8.5
2298,0.00968054211035818,343.0,49.0,7.0,38.5,30.25,166.375,5.5
3879,0.009970089730807577,1404.9279999999997,125.43999999999998,11.2,42.559999999999995,14.44,54.87199999999999,3.8
2883,0.009970089730807577,474.55199999999996,60.839999999999996,7.8,7.8,1.0,1.0,1.0
4672,0.009784735812133072,941.1920000000002,96.04000000000002,9.8,29.400000000000002,9.0,27.0,3.0
3382,0.009689922480620155,2744.0,196.0,14.0,102.2,53.29,389.017,7.3
2987,0.01,456.533,59.290000000000006,7.7,43.12,31.359999999999996,175.61599999999996,5.6
4727,0.00998003992015968,1124.864,108.16000000000001,10.4,48.88,22.090000000000003,103.82300000000001,4.7
4475,0.01,13312.052999999998,561.6899999999999,23.7,417.12,309.76000000000005,5451.776000000002,17.6
2137,0.00966183574879227,3869.8929999999996,246.48999999999998,15.7,94.19999999999999,36.0,216.0,6.0
3113,0.009900990099009901,5832.0,324.0,18.0,210.6,136.89,1601.6129999999996,11.7
5049,0.00984251968503937,1061.2079999999999,104.03999999999999,10.2,25.5,6.25,15.625,2.5
2607,0.009930486593843098,884.7359999999999,92.16,9.6,-26.88,7.839999999999999,-21.951999999999995,-2.8
4164,0.009970089730807577,9528.127999999999,449.44,21.2,315.88,222.01000000000002,3307.949,14.9
2039,0.009775171065493646,1191.0159999999998,112.36,10.6,10.6,1.0,1.0,1.0
3041,0.01,3112.136,213.16,14.6,91.97999999999999,39.69,250.04699999999997,6.3
3865,0.009970089730807577,1331.0,121.0,11.0,28.6,6.760000000000001,17.576,2.6
1938,0.01,6331.625,342.25,18.5,264.55,204.49,2924.2070000000003,14.3
2214,0.01,6434.856000000002,345.96000000000004,18.6,146.94000000000003,62.410000000000004,493.03900000000004,7.9
3755,0.009765625,2803.221,198.81,14.1,133.95,90.25,857.375,9.5
3319,0.009891196834817014,912.6729999999998,94.08999999999999,9.7,66.92999999999999,47.61000000000001,328.50900000000007,6.9
792,0.009861932938856016,571.7870000000001,68.89000000000001,8.3,39.010000000000005,22.090000000000003,103.82300000000001,4.7
4311,0.009900990099009901,636.0559999999999,73.96,8.6,60.199999999999996,49.0,343.0,7.0
4302,0.009708737864077669,1092.7270000000003,106.09000000000002,10.3,60.77000000000001,34.81,205.37900000000005,5.9
2648,0.009718172983479106,681.4720000000002,77.44000000000001,8.8,57.2,42.25,274.625,6.5
5241,0.01,7762.392000000001,392.04,19.8,267.3,182.25,2460.375,13.5
3643,0.01,91.125,20.25,4.5,-0.45,0.010000000000000002,-0.0010000000000000002,-0.1
3057,0.01,3723.875,240.25,15.5,127.1,67.24,551.3679999999998,8.2
2411,0.01,5359.375,306.25,17.5,94.5,29.160000000000004,157.46400000000003,5.4
4027,0.01,704.969,79.21000000000001,8.9,18.69,4.41,9.261000000000001,2.1
5234,0.01,3869.8929999999996,246.48999999999998,15.7,92.63,34.81,205.37900000000005,5.9
4056,0.009970089730807577,2048.383,161.29,12.7,53.339999999999996,17.64,74.08800000000001,4.2
3993,0.01,729.0,81.0,9.0,13.5,2.25,3.375,1.5
3343,0.009823182711198428,941.1920000000002,96.04000000000002,9.8,58.800000000000004,36.0,216.0,6.0
875,0.01,4173.281000000001,259.21000000000004,16.1,82.11,26.009999999999998,132.65099999999998,5.1
3987,0.01,704.969,79.21000000000001,8.9,23.14,6.760000000000001,17.576,2.6
103,0.009643201542912247,1560.896,134.56,11.6,88.16,57.76,438.97599999999994,7.6
4868,0.009861932938856016,3869.8929999999996,246.48999999999998,15.7,89.49,32.49,185.193,5.7
1516,0.009689922480620155,2685.619,193.21,13.9,101.47,53.29,389.017,7.3
307,0.01,658.5029999999998,75.68999999999998,8.7,20.88,5.76,13.823999999999998,2.4
4612,0.01,10.648000000000003,4.840000000000001,2.2,-0.44000000000000006,0.04000000000000001,-0.008000000000000002,-0.2
2417,0.01,4096.0,256.0,16.0,150.4,88.36000000000001,830.5840000000001,9.4
46,0.01,3048.625,210.25,14.5,118.89999999999999,67.24,551.3679999999998,8.2
5101,0.01,2097.1520000000005,163.84000000000003,12.8,89.60000000000001,49.0,343.0,7.0
3209,0.00998003992015968,3581.5770000000007,234.09000000000003,15.3,137.70000000000002,81.0,729.0,9.0
2440,0.01,11390.625,506.25,22.5,306.0,184.95999999999998,2515.4559999999997,13.6
3816,0.00983284169124877,8242.408,408.03999999999996,20.2,292.9,210.25,3048.625,14.5
3849,0.00992063492063492,5832.0,324.0,18.0,198.0,121.0,1331.0,11.0
2135,0.00998003992015968,6434.856000000002,345.96000000000004,18.6,27.900000000000002,2.25,3.375,1.5
2702,0.01,1906.6240000000003,153.76000000000002,12.4,-9.920000000000002,0.6400000000000001,-0.5120000000000001,-0.8
1750,0.01,85.18400000000003,19.360000000000003,4.4,-13.200000000000001,9.0,-27.0,-3.0
814,0.00999000999000999,474.55199999999996,60.839999999999996,7.8,13.26,2.8899999999999997,4.912999999999999,1.7
1010,0.009950248756218905,2515.4559999999997,184.95999999999998,13.6,149.6,121.0,1331.0,11.0
4457,0.01,11089.567000000001,497.29,22.3,334.5,225.0,3375.0,15.0
4720,0.01,343.0,49.0,7.0,7.0,1.0,1.0,1.0
235,0.00967117988394584,4574.296000000001,275.56000000000006,16.6,159.36,92.16,884.7359999999999,9.6
1691,0.009813542688910696,1331.0,121.0,11.0,70.4,40.96000000000001,262.14400000000006,6.4
3962,0.01,1000.0,100.0,10.0,63.0,39.69,250.04699999999997,6.3
1740,0.01,389.017,53.29,7.3,0.0,0.0,0.0,0.0
2735,0.01,8242.408,408.03999999999996,20.2,202.0,100.0,1000.0,10.0
2003,0.009587727708533078,551.3679999999998,67.24,8.2,63.959999999999994,60.839999999999996,474.55199999999996,7.8
3547,0.01,3375.0,225.0,15.0,135.0,81.0,729.0,9.0
4748,0.00919963201471941,1815.8479999999997,148.83999999999997,12.2,37.82,9.610000000000001,29.791000000000004,3.1
3105,0.01,7414.875,380.25,19.5,261.3,179.56,2406.1040000000003,13.4
2980,0.009900990099009901,1404.9279999999997,125.43999999999998,11.2,80.64,51.84,373.24800000000005,7.2
4850,0.009930486593843098,5639.752,316.84000000000003,17.8,199.35999999999999,125.43999999999998,1404.9279999999997,11.2
206,0.009891196834817014,6859.0,361.0,19.0,190.0,100.0,1000.0,10.0
2386,0.00999000999000999,3375.0,225.0,15.0,171.0,129.96,1481.544,11.4
2012,0.01,531.4409999999999,65.61,8.1,-20.25,6.25,-15.625,-2.5
5166,0.01,6859.0,361.0,19.0,210.9,123.21,1367.6309999999999,11.1
1331,0.01,1404.9279999999997,125.43999999999998,11.2,16.799999999999997,2.25,3.375,1.5
4301,0.01,1442.8970000000002,127.69000000000001,11.3,105.09000000000002,86.49000000000001,804.3570000000002,9.3
3936,0.009784735812133072,343.0,49.0,7.0,11.9,2.8899999999999997,4.912999999999999,1.7
4151,0.0099601593625498,6539.2029999999995,349.69,18.7,261.8,196.0,2744.0,14.0
4107,0.01,5735.338999999999,320.40999999999997,17.9,241.64999999999998,182.25,2460.375,13.5
2595,0.01,778.6879999999999,84.63999999999999,9.2,40.48,19.360000000000003,85.18400000000003,4.4
2322,0.01,262.14400000000006,40.96000000000001,6.4,-14.719999999999999,5.289999999999999,-12.166999999999998,-2.3
3009,0.009633911368015415,1331.0,121.0,11.0,19.8,3.24,5.832000000000001,1.8
3927,0.00998003992015968,2515.4559999999997,184.95999999999998,13.6,95.2,49.0,343.0,7.0
4168,0.009881422924901186,8489.663999999999,416.15999999999997,20.4,183.6,81.0,729.0,9.0
1805,0.01,1404.9279999999997,125.43999999999998,11.2,5.6,0.25,0.125,0.5
776,0.009910802775024777,1000.0,100.0,10.0,-5.0,0.25,-0.125,-0.5
3763,0.01,5177.717000000001,299.29,17.3,231.82000000000002,179.56,2406.1040000000003,13.4
830,0.01,300.76300000000003,44.89,6.7,2.01,0.09,0.026999999999999996,0.3
2198,0.009852216748768473,3241.7920000000004,219.04000000000002,14.8,112.48,57.76,438.97599999999994,7.6
1851,0.01,3112.136,213.16,14.6,26.28,3.24,5.832000000000001,1.8
4494,0.01,7189.057000000001,372.49,19.3,268.27000000000004,193.21,2685.619,13.9
1865,0.009871668311944718,3241.7920000000004,219.04000000000002,14.8,134.68,82.80999999999999,753.5709999999999,9.1
1275,0.009478672985781991,5639.752,316.84000000000003,17.8,231.4,169.0,2197.0,13.0
5188,0.01,7301.383999999998,376.35999999999996,19.4,161.02,68.89000000000001,571.7870000000001,8.3
4083,0.01,4574.296000000001,275.56000000000006,16.6,101.26,37.209999999999994,226.98099999999997,6.1
4572,0.009891196834817014,1367.6309999999999,123.21,11.1,3.3299999999999996,0.09,0.026999999999999996,0.3
917,0.009765625,10360.232000000002,475.24,21.8,231.08,112.36,1191.0159999999998,10.6
2711,0.0099601593625498,3796.4159999999997,243.35999999999999,15.6,149.76,92.16,884.7359999999999,9.6
2106,0.01,941.1920000000002,96.04000000000002,9.8,-32.34,10.889999999999999,-35.937,-3.3
1701,0.009861932938856016,857.375,90.25,9.5,52.25,30.25,166.375,5.5
1117,0.009523809523809525,6028.567999999999,331.23999999999995,18.2,220.22,146.41,1771.561,12.1
3032,0.01,1404.9279999999997,125.43999999999998,11.2,64.96,33.64,195.112,5.8
4157,0.009689922480620155,13824.0,576.0,24.0,393.59999999999997,268.96,4410.943999999999,16.4
3621,0.009871668311944718,2146.6890000000003,166.41,12.9,42.57,10.889999999999999,35.937,3.3
404,0.00998003992015968,314.43199999999996,46.239999999999995,6.8,17.68,6.760000000000001,17.576,2.6
854,0.01,3112.136,213.16,14.6,74.46,26.009999999999998,132.65099999999998,5.1
215,0.0099601593625498,10218.312999999998,470.89,21.7,243.03999999999996,125.43999999999998,1404.9279999999997,11.2
3898,0.009940357852882704,1906.6240000000003,153.76000000000002,12.4,68.2,30.25,166.375,5.5
344,0.01,238.32800000000003,38.440000000000005,6.2,19.220000000000002,9.610000000000001,29.791000000000004,3.1
2891,0.01,68.92099999999998,16.81,4.1,-2.8699999999999997,0.48999999999999994,-0.3429999999999999,-0.7
4304,0.01,1404.9279999999997,125.43999999999998,11.2,112.0,100.0,1000.0,10.0
3941,0.009861932938856016,1061.2079999999999,104.03999999999999,10.2,39.779999999999994,15.209999999999999,59.318999999999996,3.9
217,0.009970089730807577,3796.4159999999997,243.35999999999999,15.6,187.2,144.0,1728.0,12.0
3734,0.009930486593843098,3375.0,225.0,15.0,142.5,90.25,857.375,9.5
1310,0.01,7414.875,380.25,19.5,132.6,46.239999999999995,314.43199999999996,6.8
3938,0.009891196834817014,1225.0429999999997,114.48999999999998,10.7,19.259999999999998,3.24,5.832000000000001,1.8
5292,0.01,571.7870000000001,68.89000000000001,8.3,29.880000000000003,12.96,46.656000000000006,3.6
2055,0.01,314.43199999999996,46.239999999999995,6.8,27.2,16.0,64.0,4.0
1402,0.00975609756097561,830.5840000000001,88.36000000000001,9.4,65.8,49.0,343.0,7.0
791,0.01,592.7040000000001,70.56,8.4,-19.32,5.289999999999999,-12.166999999999998,-2.3
3983,0.009891196834817014,1643.0320000000004,139.24,11.8,59.0,25.0,125.0,5.0
1482,0.009852216748768473,1259.7120000000002,116.64000000000001,10.8,25.92,5.76,13.823999999999998,2.4
4058,0.00980392156862745,3652.264,237.16000000000003,15.4,154.0,100.0,1000.0,10.0
2287,0.01,64.0,16.0,4.0,12.0,9.0,27.0,3.0
5100,0.009433962264150943,1953.125,156.25,12.5,88.75,50.41,357.91099999999994,7.1
1866,0.00984251968503937,4330.747,265.69,16.3,151.59000000000003,86.49000000000001,804.3570000000002,9.3
1732,0.00999000999000999,941.1920000000002,96.04000000000002,9.8,15.680000000000001,2.5600000000000005,4.096000000000001,1.6
1453,0.01,4913.0,289.0,17.0,124.1,53.29,389.017,7.3
707,0.00980392156862745,6859.0,361.0,19.0,220.4,134.56,1560.896,11.6
308,0.01,456.533,59.290000000000006,7.7,21.56,7.839999999999999,21.951999999999995,2.8
4881,0.0099601593625498,1953.125,156.25,12.5,95.0,57.76,438.97599999999994,7.6
2099,0.01,166.375,30.25,5.5,16.5,9.0,27.0,3.0
5270,0.01,2460.375,182.25,13.5,86.4,40.96000000000001,262.14400000000006,6.4
3776,0.01,4019.679,252.81,15.9,179.67000000000002,127.69000000000001,1442.8970000000002,11.3
3752,0.01,6028.567999999999,331.23999999999995,18.2,227.5,156.25,1953.125,12.5
1178,0.009149130832570906,1000.0,100.0,10.0,51.0,26.009999999999998,132.65099999999998,5.1
4432,0.009900990099009901,3581.5770000000007,234.09000000000003,15.3,76.5,25.0,125.0,5.0
1344,0.01,884.7359999999999,92.16,9.6,30.72,10.240000000000002,32.76800000000001,3.2
2276,0.009337068160597572,166.375,30.25,5.5,-16.5,9.0,-27.0,-3.0
807,0.01,729.0,81.0,9.0,0.0,0.0,0.0,0.0
937,0.00998003992015968,8869.742999999999,428.48999999999995,20.7,298.08,207.36,2985.9840000000004,14.4
4243,0.009861932938856016,1520.875,132.25,11.5,36.800000000000004,10.240000000000002,32.76800000000001,3.2
3853,0.00999000999000999,4741.6320000000005,282.24,16.8,184.8,121.0,1331.0,11.0
3462,0.01,4096.0,256.0,16.0,139.2,75.68999999999998,658.5029999999998,8.7
3068,0.009425070688030161,3375.0,225.0,15.0,91.5,37.209999999999994,226.98099999999997,6.1
246,0.01,8000.0,400.0,20.0,210.0,110.25,1157.625,10.5
186,0.01,7189.057000000001,372.49,19.3,202.65,110.25,1157.625,10.5
4526,0.01,8615.125,420.25,20.5,243.95000000000002,141.61,1685.159,11.9
1203,0.00998003992015968,1481.544,129.96,11.4,76.38000000000001,44.89,300.76300000000003,6.7
421,0.009823182711198428,1367.6309999999999,123.21,11.1,49.949999999999996,20.25,91.125,4.5
2188,0.01,7414.875,380.25,19.5,159.89999999999998,67.24,551.3679999999998,8.2
1804,0.01,753.5709999999999,82.80999999999999,9.1,-15.469999999999999,2.8899999999999997,-4.912999999999999,-1.7
1224,0.009250693802035153,2460.375,182.25,13.5,16.2,1.44,1.7279999999999998,1.2
4849,0.01,7301.383999999998,376.35999999999996,19.4,271.59999999999997,196.0,2744.0,14.0
4791,0.00968054211035818,1953.125,156.25,12.5,75.0,36.0,216.0,6.0
2960,0.00998003992015968,970.2990000000001,98.01,9.9,-8.91,0.81,-0.7290000000000001,-0.9
